weight 1e-36
78.9666	6.6853e-6
80.2775	6.686e-6
81.6101	6.6867e-6
82.9661	6.805e-6
84.3434	6.8057e-6
85.7447	6.9262e-6
87.1681	6.9269e-6
88.6162	7.0495e-6
90.0874	7.0502e-6
91.584	7.175e-6
93.1045	7.1758e-6
94.6514	7.3028e-6
96.2227	7.3035e-6
97.8213	7.4328e-6
99.4452	7.4336e-6
101.0974	7.5651e-6
102.777	7.6991e-6
104.4832	7.6998e-6
106.2191	7.8361e-6
107.9838	7.9748e-6
109.7764	7.9757e-6
111.6002	8.1168e-6
113.4529	8.1177e-6
115.3378	8.2613e-6
117.254	8.4076e-6
119.2005	8.4084e-6
121.1809	8.5573e-6
123.1942	8.7087e-6
125.2393	8.7096e-6
127.32	8.8638e-6
129.4337	8.8647e-6
131.584	9.0216e-6
133.7702	9.1813e-6
135.9909	9.1822e-6
138.2502	9.3448e-6
140.5453	9.3457e-6
142.8803	9.5112e-6
145.2541	9.6795e-6
147.6673	9.8509e-6
150.1188	9.8519e-6
152.6128	1.0026e-5
155.1463	1.0027e-5
157.7239	1.0205e-5
160.3443	1.0385e-5
163.0082	1.0569e-5
165.7143	1.057e-5
168.4654	1.0571e-5
171.2642	1.0759e-5
174.1096	1.0949e-5
177.0022	1.1143e-5
179.9405	1.1144e-5
182.9301	1.1341e-5
185.9693	1.1542e-5
189.0566	1.1543e-5
192.1975	1.1747e-5
195.3906	1.1955e-5
